AS, node_degree, IP_prefix_count, class
8055, 27, 5, Transit
8057, 8, 42, Transit
8075, 531, 130, Transit
8100, 46, 340, Transit
8103, 8, 913, Transit
8111, 5, 13, Transit
8120, 1, 2, Transit
8121, 12, 0, Transit
8151, 63, 3421, Transit
8167, 196, 339, Transit
8175, 2, 7, Transit
8190, 25, 51, Transit
8192, 2, 20, Transit
8193, 1, 24, Transit
8194, 9, 5, Transit
8201, 5, 9, Transit
8218, 488, 33, Transit
8220, 2037, 160, Transit
8222, 37, 5, Content
8224, 11, 3, Content
8226, 2, 13, Transit
8234, 8, 1, Content
8236, 1, 2, Transit
8240, 7, 5, Transit
8241, 13, 3, Transit
8245, 15, 6, Transit
8246, 1, 0, Transit
8247, 2, 15, Transit
8249, 13, 2, Transit
8251, 31, 6, Transit
8258, 2, 2, Transit
8261, 1, 19, Transit
8262, 535, 19, Transit
8265, 16, 16, Transit
8271, 1, 1, unclassified
8280, 62, 26, Transit
8282, 441, 9, Transit
8283, 191, 4, Transit
8285, 1, 8, Transit
8291, 1, 11, Transit
8299, 7, 3, Content
8301, 436, 35, Transit
8302, 33, 9, Content
8304, 457, 48, Transit
8308, 339, 18, Transit
8309, 474, 2, Transit
8310, 1, 7, Transit
8311, 1, 14, Transit
8315, 44, 22, Content
8317, 1, 2, Transit
8319, 39, 8, Transit
8323, 15, 5, Transit
8330, 6, 4, Content
8331, 134, 5, Transit
8338, 1, 0, Transit
8339, 41, 11, Transit
8342, 19, 24, Transit
8343, 7, 32, Transit
8345, 3, 9, Transit
8346, 4, 56, Transit
8359, 914, 115, Transit
8364, 8, 2, Transit
8365, 68, 6, Transit
8368, 49, 13, Transit
8369, 57, 35, Transit
8371, 10, 10, Transit
8373, 1, 11, Transit
8374, 299, 19, Transit
8375, 3, 34, Transit
8376, 8, 313, Transit
8386, 1, 484, Transit
8387, 8, 26, Transit
8390, 18, 53, Transit
8391, 34, 11, Transit
8393, 2, 62, Transit
8395, 1, 1, Transit
8399, 51, 19, Content
8400, 528, 31, Transit
8402, 38, 1230, Transit
8403, 447, 13, Content
8410, 5, 3, Transit
8412, 5, 7, Transit
8416, 7, 4, Transit
8419, 1, 7, Transit
8422, 806, 27, Transit
8426, 599, 131, Transit
8427, 1, 42, Transit
8431, 3, 7, Transit
8437, 66, 53, Transit
8439, 3, 20, Transit
8440, 1, 14, Transit
8443, 9, 20, Transit
8444, 7, 6, Content
8445, 10, 15, Transit
8447, 934, 111, Transit
8449, 58, 66, Transit
8452, 78, 1333, Transit
8453, 8, 2, Content
8455, 489, 50, Transit
8457, 1, 4, Transit
8462, 47, 23, Transit
8468, 1331, 51, Transit
8469, 30, 11, Content
8470, 50, 5, Transit
8473, 494, 82, Transit
8477, 242, 16, Transit
8487, 66, 14, Transit
8491, 10, 4, Transit
8492, 1477, 101, Transit
8495, 5, 6, Transit
8501, 30, 10, Transit
8508, 1, 15, Transit
8511, 3, 1, Transit
8513, 445, 45, Transit
8515, 7, 3, Transit
8517, 15, 137, Transit
8518, 3, 33, Content
8522, 2, 2, Transit
8529, 68, 11, Transit
8530, 426, 6, Transit
8534, 1, 4, Transit
8535, 238, 3, Content
8542, 6, 13, Transit
8544, 453, 92, Transit
8551, 574, 3537, Transit
8553, 33, 9, Transit
8554, 17, 8, Transit
8560, 71, 43, Transit
8561, 1, 4, Transit
8562, 2, 4, Transit
8565, 19, 2, Transit
8569, 2, 35, Transit
8570, 2, 21, Transit
8580, 3, 6, Transit
8585, 3, 23, Transit
8586, 4, 17, Transit
8587, 14, 6, Content
8591, 38, 9, Transit
8595, 104, 26, Transit
8596, 87, 2, Transit
8604, 1, 3, Transit
8607, 195, 22, Transit
8608, 42, 14, Transit
8612, 31, 25, Transit
8613, 2, 5, Transit
8615, 42, 11, Transit
8620, 1, 1, unclassified
8629, 12, 1, Transit
8632, 44, 12, Content
8636, 28, 19, Transit
8641, 108, 33, Transit
8646, 3, 1, Transit
8648, 32, 6, Transit
8649, 2, 5, Transit
8657, 78, 8, Transit
8659, 1, 9, Transit
8660, 10, 3, Transit
8661, 1, 14, Transit
8663, 1, 2, unclassified
8664, 244, 6, Transit
8666, 1, 1, Transit
8674, 447, 18, Transit
8675, 1, 6, Transit
8676, 39, 4, Transit
8677, 2, 13, Transit
8680, 9, 35, Transit
8681, 430, 18, Transit
8683, 425, 10, Content
8685, 2, 58, Transit
8687, 2, 8, Content
8692, 1, 6, Transit
8697, 5, 17, Transit
8708, 353, 180, Transit
8717, 198, 114, Transit
8718, 1, 0, Transit
8723, 15, 26, Transit
8728, 1, 34, Transit
8732, 671, 17, Transit
8737, 1, 108, Transit
8741, 28, 2, Content
8744, 4, 10, Transit
8749, 6, 21, Transit
8751, 36, 34, Transit
8752, 7, 4, Content
8757, 439, 12, Transit
8758, 117, 28, Transit
8763, 39, 4, Transit
8764, 102, 362, Transit
8767, 111, 59, Transit
8771, 7, 7, Transit
8774, 2, 11, Transit
8775, 1, 3, Transit
8778, 42, 4, Transit
8779, 7, 4, Transit
8781, 52, 149, Transit
8784, 6, 12, Transit
8788, 17, 8, Transit
8789, 413, 3, Content
8793, 2, 5, Content
8794, 1, 1, Transit
8798, 5, 5, Transit
8804, 39, 6, Transit
8816, 49, 6, Transit
8819, 238, 3, Content
8820, 5, 30, Transit
8821, 30, 5, Transit
8823, 29, 8, Transit
8828, 1, 2, Transit
8839, 47, 2, Transit
8851, 439, 17, Transit
8856, 1, 32, unclassified
8859, 31, 6, Content
8860, 2, 1, Content
8865, 2, 8, Transit
8866, 168, 627, Transit
8868, 1, 4, unclassified
8870, 3, 17, Transit
8878, 416, 1, Content
8879, 32, 3, Transit
8881, 608, 293, Transit
8888, 29, 6, Content
8890, 1, 3, Transit
8892, 1, 1, Transit
8893, 8, 13, Transit
8895, 7, 135, Transit
8896, 10, 23, Transit
8897, 417, 41, Transit
8902, 412, 5, Transit
8903, 18, 40, Transit
8905, 46, 20, Transit
8913, 1, 1, unclassified
8916, 7, 5, Transit
8918, 4, 4, Transit
8920, 2, 22, Transit
8922, 14, 2, Content
8925, 1, 6, Transit
8926, 42, 144, Transit
8928, 609, 205, Transit
8932, 74, 1, Transit
8943, 116, 6, Transit
8950, 406, 5, Transit
8953, 60, 14, Transit
8954, 3, 0, Transit
8966, 96, 38, Transit
8968, 46, 40, Transit
8978, 4, 2, Content
8985, 6, 5, Content
8990, 14, 12, Transit
8997, 21, 49, Transit
9000, 1, 10, Transit
9002, 1186, 16, Transit
9008, 5, 11, Transit
9009, 151, 477, Transit
9021, 8, 118, Transit
9022, 28, 11, Content
9026, 11, 4, Transit
9029, 421, 4, Content
9031, 34, 36, Transit
9032, 8, 1, Transit
9036, 431, 5, Transit
9038, 13, 91, Transit
9039, 8, 2, Transit
9044, 51, 16, Transit
9049, 214, 37, Transit
9050, 604, 212, Transit
9051, 19, 151, Transit
9063, 53, 37, Transit
9066, 15, 17, Transit
9067, 1, 2, Transit
9070, 37, 226, Transit
9080, 2, 4, Transit
9085, 249, 5, Transit
9086, 2, 9, Transit
9092, 6, 1, Content
9100, 7, 9, Content
9104, 5, 18, Content
9110, 10, 3, Transit
9112, 3, 2, Transit
9113, 1, 4, Transit
9115, 40, 4, Content
9116, 437, 1072, Transit
9119, 97, 37, Transit
9120, 2, 4, Content
9121, 191, 7259, Transit
9122, 1, 2, Transit
9123, 1, 113, unclassified
9125, 16, 68, Transit
9127, 10, 22, Transit
9129, 9, 70, Transit
9136, 3, 6, Transit
9137, 8, 2, Content
9140, 401, 4, Content
9143, 17, 159, Content
9145, 461, 30, Transit
9146, 9, 78, Transit
9150, 47, 17, Transit
9153, 26, 11, Transit
9155, 16, 428, Transit
9158, 6, 26, Transit
9165, 1, 5, unclassified
9166, 1, 1, Transit
9177, 1, 3, unclassified
9178, 418, 7, Transit
9182, 1, 2, Transit
9186, 13, 28, Transit
9189, 637, 3, Transit
9193, 2, 9, Transit
9197, 27, 1, Content
9198, 58, 1006, Transit
9201, 2, 23, Content
9205, 1, 2, Transit
9206, 7, 9, Content
9208, 6, 4, Transit
9211, 38, 13, Transit
9221, 8, 14, Content
9224, 5, 6, Content
9226, 9, 5, Transit
9228, 46, 34, Content
9230, 9, 49, Transit
9231, 9, 95, Content
9241, 1, 12, Transit
9244, 1, 20, Transit
9245, 2, 28, Transit
9246, 16, 9, Transit
9253, 8, 6, Content
9255, 37, 207, Transit
9260, 6, 158, Transit
9263, 7, 2, Content
9264, 27, 5, Transit
9266, 12, 77, Content
9268, 38, 69, Transit
9269, 13, 188, Transit
9270, 17, 28, Transit
9280, 5, 9, Content
9286, 13, 126, Transit
9293, 41, 97, Transit
9297, 10, 11, Transit
9298, 1, 41, Transit
9299, 140, 758, Transit
9303, 1, 33, Transit
9304, 1026, 441, Transit
9310, 5, 40, Content
9313, 7, 26, Transit
9315, 1, 18, Transit
9318, 349, 326, Transit
9326, 8, 8, Transit
9328, 8, 32, Transit
9329, 62, 79, Transit
9336, 7, 10, Transit
9340, 5, 403, Transit
9341, 8, 121, Transit
9342, 4, 2, Content
9351, 4, 22, Transit
9354, 12, 46, Transit
9365, 2, 14, Transit
9370, 9, 34, Transit
9371, 3, 27, Transit
9374, 2, 22, Transit
9381, 86, 217, Transit
9387, 3, 62, Transit
9394, 8, 2181, Transit
9396, 1, 25, Transit
9398, 6, 1, Transit
9401, 1, 4, unclassified
9409, 8, 2, Content
9416, 13, 73, Transit
9441, 12, 58, Transit
9443, 14, 656, Transit
9457, 26, 53, Transit
9466, 3, 25, Transit
9482, 3, 22, Transit
9484, 1, 40, Transit
9497, 1, 85, Transit
9498, 1148, 1734, Transit
9500, 14, 40, Transit
9503, 79, 62, Transit
9505, 575, 24, Transit
9506, 2, 60, Transit
9507, 1, 5, Transit
9512, 3, 13, Content
9513, 1, 11, Transit
9516, 2, 7, Transit
9519, 8, 21, Transit
9526, 1, 24, Transit
9534, 25, 96, Transit
9535, 8, 149, Content
9536, 6, 3, Content
9541, 9, 417, Transit
9542, 10, 3, Transit
9556, 2, 11, Transit
9583, 481, 1597, Transit
9584, 18, 43, Transit
9587, 5, 49, Transit
9593, 3, 1, Transit
9595, 1, 48, unclassified
9601, 5, 5, Transit
9605, 4, 786, Content
9607, 7, 14, Transit
9614, 4, 19, Transit
9615, 1, 10, unclassified
9621, 2, 4, Transit
9622, 3, 15, Transit
9627, 1, 32, Transit
9648, 4, 9, Content
9650, 6, 46, Transit
9652, 7, 91, Transit
9658, 41, 419, Transit
9667, 7, 10, Transit
9670, 1, 0, Transit
9676, 1, 84, Transit
9680, 6, 5, Transit
9689, 2, 113, Transit
9700, 5, 5, Transit
9714, 1, 12, Transit
9716, 3, 10, Transit
9723, 23, 146, Transit
9729, 12, 178, Transit
9730, 70, 23, Transit
9731, 1, 19, Transit
9737, 1, 270, Transit
9738, 6, 88, Transit
9745, 2, 5, Content
9749, 6, 11, Transit
9751, 1, 9, Transit
9785, 1, 80, Transit
9790, 26, 54, Transit
9794, 1, 33, Transit
9797, 8, 34, Transit
9808, 21, 2151, Transit
9814, 1, 114, Transit
9820, 3, 5, Content
9821, 16, 4, Transit
9822, 52, 208, Transit
9824, 15, 206, Transit
9825, 1, 1, unclassified
9829, 26, 2763, Transit
9832, 2, 44, Transit
9834, 1, 7, Transit
9842, 1, 38, Transit
9845, 3, 393, Transit
9848, 48, 121, Transit
9871, 1, 14, Transit
9872, 1, 7, unclassified
9873, 5, 106, Transit
9875, 46, 58, Transit
9876, 7, 10, Transit
9885, 5, 0, Transit
9889, 4, 30, Transit
9891, 5, 73, Transit
9892, 4, 27, Content
9893, 1, 25, Transit
9901, 25, 6, Transit
9902, 32, 47, Transit
9905, 28, 79, Transit
9906, 4, 16, Content
9908, 10, 80, Transit
9911, 17, 114, Transit
9918, 3, 65, Transit
9919, 5, 536, Transit
9924, 51, 290, Transit
9925, 8, 32, Transit
9927, 4, 36, Transit
9929, 6, 258, Transit
9930, 51, 63, Transit
9931, 40, 418, Transit
9942, 17, 57, Transit
9950, 6, 71, Transit
9957, 18, 7, Transit
9988, 1, 17, Transit
9993, 2, 13, Content
9997, 2, 9, Content
9999, 2, 11, Transit
10000, 1, 19, unclassified
10001, 1, 10, unclassified
10003, 2, 11, Content
10006, 1, 36, unclassified
10010, 38, 136, Transit
10013, 1, 269, Transit
10015, 3, 33, Transit
10021, 25, 62, Transit
10022, 1, 47, Transit
10024, 1, 32, unclassified
10026, 1376, 175, Transit
10029, 20, 439, Transit
10030, 9, 60, Content
10031, 2, 2, Transit
10032, 11, 51, Transit
10036, 2, 496, Transit
10049, 1, 21, Transit
10083, 1, 0, Transit
10084, 15, 9, Transit
10089, 7, 9, Transit
10094, 4, 96, Transit
10097, 2, 4, Content
10098, 19, 108, Transit
10099, 40, 17, Transit
10101, 3, 14, Transit
10102, 7, 5, Transit
10103, 75, 130, Transit
10105, 3, 12, Content
10113, 1, 175, Transit
10118, 9, 75, Transit
10133, 18, 1, Transit
10135, 3, 9, Transit
10143, 37, 116, Transit
10145, 1, 12, Transit
10158, 39, 24, Transit
10201, 50, 508, Transit
10204, 5, 28, Transit
10205, 7, 3, Content
10206, 1, 5, Transit
10217, 55, 10, Transit
10222, 2, 2, Content
10223, 59, 58, Transit
10229, 1, 22, Transit
10236, 2, 1, Content
10242, 12, 28, Transit
10269, 1, 71, Transit
10278, 2, 12, Content
10279, 1, 58, Transit
10282, 34, 0, Transit
10288, 1, 2, Transit
10292, 2, 58, Transit
10297, 13, 17, Content
10299, 2, 78, Transit
10302, 18, 5, Transit
10310, 509, 102, Transit
10352, 4, 6, Transit
10362, 27, 3, Content
10391, 1, 1, Transit
10396, 15, 69, Transit
10397, 3, 65, Transit
10412, 1, 1, unclassified
10417, 2, 2, Transit
10421, 1, 4, Transit
10429, 277, 49, Transit
10430, 17, 35, Transit
10436, 1, 16, unclassified
10437, 8, 9, Transit
10439, 1, 68, Transit
10452, 1, 1, unclassified
10457, 3, 20, Transit
10461, 14, 14, Content
10464, 5, 16, Transit
10466, 8, 4, Transit
10474, 408, 44, Transit
10480, 1, 10, Transit
10481, 34, 381, Transit
10490, 25, 2, Transit
10507, 1, 455, Transit
10533, 1, 0, Transit
10570, 3, 1, Transit
10578, 27, 9, Transit
10583, 3, 4, Transit
10587, 3, 11, Transit
10594, 15, 13, Transit
10607, 3, 13, Transit
10625, 1, 11, Transit
10653, 1, 5, Transit
10674, 17, 17, Transit
10692, 3, 11, Transit
10704, 3, 33, Content
10708, 2, 26, Transit
10733, 41, 48, Transit
10753, 22, 302, Transit
10770, 1, 4, Transit
10771, 1, 2, Transit
10774, 1, 21, Transit
10778, 2, 12, Transit
10794, 1, 119, Transit
10796, 244, 708, Transit
10803, 1, 1, Transit
10834, 46, 275, Transit
10835, 30, 168, Transit
10838, 1, 44, Transit
10848, 16, 5, Content
10881, 11, 6, Transit
10883, 1, 2, Transit
10886, 21, 12, Transit
10906, 4, 3, Content
10910, 23, 20, Transit
10912, 53, 31, Transit
10913, 79, 30, Transit
10929, 23, 47, Transit
10932, 1, 2, Transit
10933, 4, 16, Transit
10940, 4, 6, Content
10947, 4, 5, Transit
10954, 5, 22, Transit
10955, 1, 5, unclassified
10961, 1, 1, Transit
10965, 2, 17, Transit
10972, 3, 1, Transit
10973, 6, 3, Transit
10991, 2, 20, Transit
10993, 7, 23, Transit
10996, 6, 5, Content
11008, 1, 6, unclassified
11013, 4, 10, Transit
11014, 65, 175, Transit
11017, 1, 5, Transit
11019, 4, 13, Transit
11025, 1, 18, Transit
11030, 1, 9, Transit
11039, 161, 3, Content
11046, 4, 10, Content
11051, 19, 6, Transit
11054, 4, 46, Content
11058, 63, 0, Transit
11071, 13, 10, Transit
11074, 9, 8, Transit
11081, 15, 66, Transit
11096, 50, 420, Transit
11100, 1, 0, Transit
11114, 6, 7, Transit
11115, 3, 6, Transit
11123, 11, 62, Transit
11127, 1, 17, unclassified
11139, 3, 480, Transit
11142, 5, 4, Transit
11164, 81, 6, Transit
11170, 3, 5, Transit
11172, 68, 922, Transit
11178, 1, 3, Transit
11179, 39, 62, Content
11191, 1, 38, unclassified
11192, 3, 3, Transit
11195, 2, 3, Transit
11215, 1, 170, Transit
11232, 43, 221, Transit
11233, 7, 2, Content
11239, 1, 2, Transit
11240, 7, 30, Transit
11242, 13, 4, Transit
11255, 2, 13, Transit
11259, 12, 5, Transit
11260, 30, 54, Transit
11269, 5, 21, Transit
11271, 33, 54, Transit
11272, 24, 140, Transit
11274, 10, 14, Transit
11280, 16, 14, Transit
11284, 9, 2, Content
11287, 2, 11, Transit
11290, 9, 50, Transit
11301, 2, 1, Content
11317, 4, 3, Transit
11320, 8, 24, Transit
11338, 4, 148, Transit
11340, 6, 108, Transit
11342, 11, 34, Transit
11351, 81, 171, Transit
11359, 1, 5, Transit
11363, 1, 18, Transit
11367, 3, 10, Transit
11383, 21, 9, Transit
11385, 4, 1, Content
11402, 2, 18, Transit
11403, 32, 31, Transit
11404, 161, 82, Transit
11414, 1, 16, Transit
11417, 1, 1, Transit
11419, 1, 3, Transit
11426, 65, 152, Transit
11427, 160, 219, Transit
11432, 40, 112, Transit
11468, 12, 5, Transit
11478, 3, 9, Transit
11486, 37, 74, Transit
11492, 5, 1639, Transit
11522, 11, 3, Transit
11524, 1, 8, Transit
11525, 1, 5, Transit
11530, 1, 53, Transit
11537, 101, 14, Transit
11550, 12, 18, Transit
11556, 24, 50, Transit
11557, 7, 10, Transit
11560, 1, 16, unclassified
11562, 4, 92, Transit
11563, 2, 6, Transit
11588, 1, 7, Transit
11589, 1, 3, Transit
11598, 1, 14, Transit
11644, 27, 2, Content
11647, 6, 36, Content
11650, 1, 5, Transit
11653, 1, 23, Transit
11663, 1, 19, Transit
11664, 76, 790, Transit
11666, 474, 3, Transit
11675, 2, 1, Transit
11680, 2, 11, Transit
11686, 338, 32, Transit
11691, 1, 6, Transit
11696, 11, 160, Transit
11706, 1, 4, Transit
11708, 2, 6, Transit
11712, 1, 11, Transit
11713, 2, 2, Transit
11714, 8, 30, Transit
11722, 7, 11, Transit
11727, 1, 7, Transit
11742, 7, 1, Content
11745, 4, 2, Transit
11750, 2, 245, Transit
11751, 5, 6, Transit
11758, 31, 14, Transit
11766, 5, 11, Transit
11774, 1, 31, Transit
11776, 7, 161, Transit
11796, 47, 26, Transit
11798, 18, 37, Transit
11799, 1, 0, unclassified
11802, 2, 14, Transit
11806, 1, 3, Transit
11814, 9, 60, Transit
11815, 1, 8, Transit
11816, 1, 110, Transit
11817, 2, 10, Transit
11830, 14, 2337, Transit
11835, 67, 34, Transit
11844, 2, 13, Transit
11845, 20, 38, Transit
11847, 2, 19, Transit
11852, 1, 7, Transit
11853, 4, 9, Transit
11854, 7, 4, Transit
11855, 18, 22, Transit
11879, 1, 5, Transit
11888, 10, 90, Transit
11904, 2, 25, Transit
11915, 10, 97, Transit
11921, 6, 62, Transit
11922, 4, 3, Content
11924, 7, 47, Transit
11931, 1, 0, Transit
11956, 2, 1, Transit
11960, 2, 1, Transit
11966, 1, 11, Transit
11970, 2, 1, Transit
11976, 7, 256, Transit
11979, 3, 46, Transit
11986, 3, 47, Transit
11992, 23, 50, Transit
11994, 2, 17, Transit
11996, 3, 2, Transit
12008, 1, 102, Transit
12009, 4, 3, Transit
12019, 2, 58, Transit
12024, 1, 1, Transit
12025, 47, 146, Transit
12033, 8, 6, Transit
12041, 48, 216, Transit
12042, 46, 77, Transit
12044, 1, 11, Transit
12046, 1, 5, Transit
12059, 5, 2, Content
12064, 3, 0, Transit
12066, 4, 201, Transit
12076, 1, 1, unclassified
12083, 64, 827, Transit
12085, 8, 2, Transit
12087, 3, 17, Transit
12089, 7, 6, Transit
12097, 1, 26, Transit
12112, 5, 9, Transit
12119, 2, 20, Transit
12127, 1, 64, Transit
12129, 58, 58, Transit
12133, 1, 6, Transit
12136, 29, 1, Content
12140, 1, 25, unclassified
12143, 9, 20, Transit
12145, 20, 4, Transit
12150, 2, 36, Transit
12154, 1, 6, Transit
12177, 2, 14, Content
12178, 8, 7, Transit
12179, 56, 76, Transit
12180, 35, 50, Transit
12181, 9, 18, Transit
12182, 81, 55, Transit
12188, 8, 35, Transit
12189, 60, 3, Transit
12200, 400, 0, Transit
12212, 7, 28, Transit
12231, 1, 11, Transit
12252, 4, 204, Transit
12260, 4, 5, Transit
12271, 46, 181, Transit
12276, 1, 1, unclassified
12284, 5, 0, Transit
12290, 389, 1, Content
12294, 3, 2, Content
12297, 9, 110, Transit
12301, 95, 130, Transit
12302, 83, 171, Transit
12303, 3, 4, Transit
12304, 1, 0, unclassified
12305, 2, 3, Transit
12306, 63, 11, Transit
12307, 1, 1, Transit
12310, 78, 40, Transit
12312, 40, 32, Transit
12314, 9, 1, Transit
12315, 35, 5, Transit
12316, 30, 5, Transit
12321, 1, 4, Transit
12322, 41, 24, Transit
12324, 4, 5, Transit
12327, 1, 4, Transit
12329, 46, 8, Transit
12332, 14, 31, Transit
12333, 12, 4, Transit
12334, 3, 34, Transit
12335, 7, 3, Content
12337, 416, 27, Transit
12338, 11, 15, Transit
12343, 1, 0, Transit
12346, 5, 10, Transit
12347, 6, 1, Content
12348, 28, 9, Content
12350, 315, 23, Transit
12353, 10, 34, Transit
12355, 45, 11, Content
12357, 36, 303, Transit
12360, 33, 18, Transit
12361, 5, 12, Transit
12380, 1, 4, Transit
12381, 1, 11, unclassified
12386, 6, 8, Transit
12387, 18, 3, Transit
12388, 3, 1, Content
12389, 1081, 1910, Transit
12390, 390, 15, Transit
12392, 4, 112, Transit
12399, 38, 2, Content
12400, 66, 122, Transit
12401, 4, 2, Content
12406, 32, 18, Transit
12414, 45, 10, Transit
12418, 7, 191, Transit
12423, 1, 1, Transit
12430, 2, 41, Transit
12444, 1, 14, Transit
12445, 3, 6, Transit
12453, 24, 6, Content
12455, 7, 81, Transit
12466, 6, 3, Transit
12470, 29, 2, Transit
12477, 387, 2, Content
12479, 35, 1886, Transit
12480, 35, 12, Transit
12481, 1, 3, Transit
12491, 32, 120, Transit
12494, 1, 11, Transit
12496, 408, 4, Transit
12502, 3, 4, Transit
12506, 2, 7, Transit
12507, 3, 2, Transit
12510, 28, 17, Transit
12512, 1, 3, unclassified
12519, 387, 4, Transit
12529, 1, 3, unclassified
12530, 29, 24, Transit
12531, 27, 3, Content
12536, 2, 5, Transit
12540, 2, 6, Transit
12541, 16, 40, Transit
12545, 1, 3, Transit
12552, 198, 358, Transit
12553, 3, 1, Content
12555, 5, 2, Transit
12556, 4, 4, Transit
12561, 11, 3, Content
12564, 6, 37, Transit
12565, 5, 5, Content
12566, 1, 25, Transit
12567, 6, 2, Content
12570, 20, 11, Transit
12576, 385, 51, Content
12577, 4, 4, Transit
12578, 733, 18, Transit
12580, 4, 4, Transit
12586, 23, 124, Transit
12592, 1, 2, Transit
12593, 28, 3, Transit
12594, 1, 5, Transit
12597, 12, 29, Transit
12599, 1, 12, Transit
12605, 6, 6, Transit
12611, 6, 12, Transit
12615, 94, 70, Transit
12618, 237, 14, Transit
12625, 25, 1, Content
12637, 735, 27, Transit
12638, 19, 12, Content
12642, 1, 1, Transit
12646, 1, 8, Transit
12650, 9, 1, Content
12653, 1, 12, Transit
12654, 12, 28, Content
12657, 2, 2, Transit
12658, 34, 9, Transit
12662, 1, 1, unclassified
12668, 37, 10, Transit
12670, 48, 90, Transit
12676, 12, 23, Transit
12678, 36, 12, Content
12683, 5, 9, Transit
12684, 35, 110, Transit
12685, 2, 2, Transit
12687, 13, 4, Transit
12690, 9, 6, Transit
12693, 33, 18, Transit
12695, 128, 195, Transit
12696, 11, 39, Content
12703, 33, 55, Transit
12705, 4, 0, Transit
12709, 3, 130, Transit
12713, 414, 9, Transit
12714, 115, 194, Transit
12715, 94, 44, Transit
12716, 8, 32, Transit
12722, 20, 15, Transit
12730, 3, 5, Transit
12731, 57, 5, Transit
12732, 39, 5, Transit
12735, 17, 371, Transit
12737, 3, 17, Transit
12739, 9, 5, Transit
12741, 655, 84, Transit
12754, 4, 98, Transit
12759, 44, 5, Transit
12764, 11, 42, Transit
12767, 7, 12, Transit
12772, 4, 265, Transit
12773, 19, 3, Transit
12775, 2, 7, Content
12778, 19, 2, Transit
12779, 1348, 16, Transit
12788, 4, 2, Transit
12808, 28, 2, Content
12812, 1, 5, unclassified
12824, 234, 10, Content
12826, 8, 6, Content
12827, 231, 13, Content
12829, 1, 104, Transit
12831, 32, 8, Transit
12835, 12, 7, Transit
12842, 2, 15, Transit
12843, 56, 56, Transit
12847, 2, 5, Transit
12849, 52, 246, Transit
12850, 414, 17, Transit
12857, 1, 0, Transit
12859, 995, 33, Transit
12871, 35, 12, Content
12872, 3, 3, Transit
12874, 406, 110, Transit
12876, 43, 12, Content
12878, 8, 9, Transit
12880, 78, 224, Transit
12883, 331, 11, Transit
12895, 4, 1, Transit
12897, 37, 11, Transit
12902, 15, 2, Content
12905, 3, 10, Transit
12912, 234, 9, Transit
12923, 26, 2, Content
12924, 1, 11, Transit
12926, 2, 5, Transit
12929, 1, 7, Transit
12931, 36, 5, Content
12938, 1, 1, unclassified
12939, 5, 1, Transit
12941, 28, 6, Transit
12946, 2, 23, Transit
12952, 1, 5, unclassified
12956, 253, 89, Transit
12958, 3, 29, Transit
12961, 2, 2, Transit
